Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
5,13,4,37.12424942,371,No,192.9421867,253.351983,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
5,13,4,25.59893846,372,No,128.7365274,307.5576422,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
7,13,7,33.88863271,372,No,88.5405591,337.7536105,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
5,13,7,30.319619,374,No,41.85024915,354.4439205,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
5,10,7,34.15801803,375,No,54.86189771,361.4322719,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
5,13,7,27.22956392,376,No,155.9845916,290.3095781,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
7,13,7,31.42614738,377,No,198.4673318,247.8268378,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
5,13,7,26.17512664,378,No,53.90544701,352.3887226,Standard,Standard,Low_spent_Small_value_payments,22,23312.22,6,7,20,2,1814.685,1.95,1067.99,25.17433036
2,3,0,37.35657559,315,No,97.49771085,377.3046003,Standard,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
2,3,0,31.16838116,316,No,67.45000038,427.3523108,Standard,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
2,5,0,39.16554241,317,No,210.2942192,304.5080919,Standard,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
2,5,0,24.71915836,318,No,65.60076868,429.2015425,Standard,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
2,7,0,23.34343117,319,NM,135.9653566,378.8369546,Standard,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
2,5,0,30.19445756,320,No,163.183913,331.6183982,Standard,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
2,5,0,33.54540976,321,No,143.358484,351.4438272,Good,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
2,5,0,34.40342431,322,No,331.3415189,183.4607922,Standard,Good,Low_spent_Large_value_payments,27,30093.32,2,4,11,1,2475.776667,8.94,22.88,22.77535553
19,1,1,37.88280095,238,No,282.6964173,919.0019765,Poor,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
22,1,1,39.81128503,239,No,257.0829296,944.6154642,Poor,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
23,2,1,25.8283574,240,No,1118.2856,123.4127936,Poor,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
19,2,1,35.15369506,241,No,793.1922906,448.5061032,Poor,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
19,2,1,33.58359653,242,No,889.3309145,362.3674793,Standard,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
19,2,1,43.87082141,243,No,303.6727183,918.0256755,Standard,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
19,2,1,35.37967259,244,No,425.1668165,786.5315773,Poor,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
21,4,6,38.9779916,245,No,495.2354338,726.46296,Poor,Good,High_spent_Large_value_payments,42,132588.3,5,4,3,2,10918.025,1.61,36.46,130.1041062
28,7,4,39.71645139,311,No,126.8537017,440.6891574,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
29,7,4,29.86338933,312,No,81.1694431,436.5802236,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
29,7,4,38.22879319,313,No,292.5974577,245.1522089,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
24,7,4,37.67618836,314,NM,82.29205635,415.4576103,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
26,7,9,40.53038368,315,NM,126.8537017,410.8959649,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
29,7,9,28.43996616,316,No,138.3655554,369.3841113,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
26,5,9,26.26501975,317,No,295.862992,241.8866747,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
30,7,9,39.05374036,318,No,75.68106605,422.0686006,Poor,Good,High_spent_Medium_value_payments,46,29873.96,5,4,10,0,2477.496667,9.76,1117.08,0
13,1,1,32.19809205,284,No,42.44906767,328.5213907,Good,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
13,1,1,38.19466822,285,NM,87.19931555,313.7711428,Good,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
12,1,1,41.04524538,286,No,50.38931836,320.58114,Good,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
13,4,1,34.24218577,286,No,123.557927,287.4125314,Standard,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
13,4,1,36.39627171,288,No,29.07387401,361.8965843,Standard,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
13,4,1,33.74636002,289,No,153.1137766,257.8566817,Standard,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
13,4,1,36.59031933,290,No,72.14169859,338.8287597,Standard,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
13,4,1,32.34303108,290,No,152.2499994,258.7204589,Standard,Good,Low_spent_Small_value_payments,42,16544.455,1,3,11,0,1111.329223,5.31,217.92,98.37536075
12,9,3,28.37057848,394,Yes,145.4162643,260.4077765,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
12,9,3,33.26415248,394,Yes,51.60329027,364.2207506,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
12,9,3,27.45416009,395,Yes,91.89048561,323.9335552,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
12,9,6,39.76066463,396,Yes,40.04859774,355.7754431,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
12,9,6,32.85165459,397,Yes,45.57873227,340.2453086,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
12,9,6,28.95024316,398,Yes,263.8254813,171.9985596,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
12,9,6,25.47967337,399,Yes,33.09593376,362.7281071,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
12,9,6,33.59246672,400,Yes,51.60329027,344.9226173,Standard,Standard,Low_spent_Large_value_payments,36,25899.18,8,4,9,3,2100.265,9.05,69.74,64.20245915
9,11,3,25.56293351,362,No,573.1856918,379.8872643,Standard,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
18,11,3,38.30062093,363,NM,211.3775066,676.7540933,Standard,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
15,11,3,28.51342704,364,No,618.499455,269.6321449,Standard,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
13,11,3,35.22432675,365,No,592.5884693,295.5431306,Good,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
16,11,3,38.02107408,366,No,573.1856918,314.9459081,Good,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
13,11,3,37.17862726,367,No,715.2153931,172.9162068,Good,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
10,9,3,34.44691559,368,No,446.4365088,431.6950911,Good,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
13,9,3,24.7982093,369,NM,174.7687042,673.3628957,Good,Good,Low_spent_Medium_value_payments,55,85954.42,0,7,5,3,7366.868333,3.66,791.46,128.5552334
34,23,12,32.63011462,35,Yes,190.928089,326.2757989,Poor,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
34,21,12,26.54290335,36,Yes,183.9283474,343.2755405,Standard,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
34,20,12,30.25367972,37,Yes,89.69825103,427.5056369,Poor,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
34,21,12,37.67540748,38,Yes,286.7333465,260.4705414,Poor,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
35,21,12,39.63913535,39,Yes,256.4059449,290.797943,Poor,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
34,21,12,32.00569002,40,Yes,554.1808161,343.2755405,Poor,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
34,21,12,39.0876307,41,Yes,55.20363779,452.0002501,Poor,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
29,18,12,24.38260905,42,Yes,140.3244445,386.8794434,Poor,Bad,Low_spent_Small_value_payments,40,58510.6,8,7,34,7,4693.883333,9.25,3603.27,212.1844454
8,10,1,39.48791468,225,No,63.16904959,529.5666586,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
8,8,1,26.7842955,226,No,86.61130278,486.1244054,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
9,8,1,26.51274981,227,No,242.3680928,269.9583158,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
8,7,1,39.01603627,228,No,271.0873344,331.6483738,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
13,10,1,28.53994677,229,NM,272.8773579,329.8583503,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
8,10,1,34.90979442,230,No,421.7428229,200.9928853,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
8,10,1,30.74545757,230,NM,242.3680928,350.3676154,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
8,10,1,36.17035099,232,No,186.9328849,425.8028232,Standard,Standard,Low_spent_Large_value_payments,26,44768.54,3,6,1,1,3535.711667,3.73,127.38,20.83545848
14,19,4,30.24118527,217,NM,77.17960143,491.017839,Standard,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
9,19,8,31.51209749,218,No,59.13292771,509.0645127,Standard,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
9,19,8,30.0049249,219,No,316.9446684,271.2527721,Standard,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
9,21,8,37.61978491,220,No,151.2263544,456.971086,Poor,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
9,19,8,35.87796595,221,No,329.3932153,288.8042251,Poor,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
9,18,8,28.46124659,222,No,338.0264096,270.1710309,Standard,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
9,17,8,29.22844427,223,No,99.38605247,488.811388,Poor,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
9,18,8,40.38151749,224,No,198.1009905,400.09645,Poor,Standard,Low_spent_Medium_value_payments,20,66914.37,8,6,19,4,5331.1975,4.72,181.41,204.9223095
30,12,7,35.75099817,173,Yes,123.2825561,270.5395594,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
30,10,7,26.77414209,174,Yes,123.2825561,338.670206,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
30,12,7,34.66094219,175,NM,155.77776,316.175002,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
30,12,7,24.3741477,176,Yes,123.2825561,409.771592,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
30,14,7,35.09086144,177,Yes,50.90993344,391.0428286,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
30,12,7,25.55353091,178,Yes,135.5204635,356.4322985,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
26,10,7,36.71815486,178,Yes,101.3287937,390.6239683,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
30,9,7,37.60150675,180,Yes,123.2825561,233.4748424,Standard,Standard,Low_spent_Large_value_payments,33,28108.17,2,3,18,4,2591.3475,12.9,597.44,57.18198799
16,12,6,35.35960525,128,Yes,79.9313099,421.6696695,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
19,12,6,29.39758724,129,Yes,210.1385719,301.4624075,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
19,12,6,37.87207029,130,Yes,360.6339833,170.9669961,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
19,14,6,37.10740365,131,Yes,210.1385719,370.5401173,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
21,14,6,25.13289703,132,Yes,87.40962397,404.1913554,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
19,9,6,36.2394547,133,Yes,253.0041785,278.5968008,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
19,12,6,30.97363061,134,Yes,41.08909603,440.5118834,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
19,12,6,32.71157052,135,NM,376.148984,155.4519954,Standard,Standard,Low_spent_Small_value_payments,35,36857.22,4,5,14,2,2976.435,8.9,1911.65,56.04252061
26,9,4,37.85181279,157,Yes,461.647353,320.8500606,Standard,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
22,12,4,30.23782531,158,Yes,147.1239275,615.3734862,Standard,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
24,12,4,30.3321069,159,Yes,969.0235939,580.0015905,Standard,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
22,12,4,29.36992542,160,Yes,141.1397784,601.3576353,Standard,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
22,12,4,38.63341574,161,NM,183.8518679,580.0015905,Standard,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
22,12,4,26.43818685,162,Yes,183.8518679,558.6455457,Standard,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
22,12,4,24.36406835,163,Yes,495.2572423,287.2401714,Poor,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
22,15,4,39.79152937,164,Yes,65.92393373,676.5734799,Standard,Standard,High_spent_Large_value_payments,43,103092.27,3,6,10,4,8311.0225,12.53,300.65,328.6048364
23,9,5,26.3135074,213,Yes,92.60136502,283.8136193,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
23,9,5,28.07457673,214,Yes,76.47654887,309.9384354,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
24,9,5,32.20992849,215,Yes,180.8270415,205.5879427,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
23,12,5,25.37256194,215,NM,152.936891,233.4780933,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
25,9,5,32.58760371,217,Yes,15.78312322,320.631861,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
26,10,10,39.05756524,218,Yes,134.4805912,251.934393,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
23,9,10,40.66409169,219,Yes,60.01756036,326.3974239,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
23,9,10,33.9593929,220,Yes,23.50837797,312.9066063,Standard,Standard,Low_spent_Small_value_payments,19,17569.69,6,7,5,4,1440.140833,11.56,1135.31,47.59909906
16,2,3,37.82490531,243,No,378.3839591,608.899075,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
13,3,3,40.50800011,244,No,293.050242,684.2327921,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
13,4,3,33.47139503,245,No,758.0704867,229.2125474,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
13,2,3,40.77101349,246,No,258.7844233,728.4986108,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
13,2,3,40.02644211,247,No,551.2937015,445.9893326,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
13,1,6,28.25572155,248,No,437.8626463,549.4203878,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
13,2,6,28.98381663,249,No,208.5009175,738.7821166,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
13,5,6,32.47841194,250,No,144.1842473,803.0987868,Standard,Good,Low_spent_Medium_value_payments,37,100433.58,1,5,10,2,8074.465,11.59,1023.93,100.1634659
16,21,11,23.99144433,88,Yes,215.1040486,248.6611435,Standard,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
16,21,11,29.46757515,89,Yes,158.5775728,335.1876192,Poor,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
16,18,11,26.87361238,90,Yes,109.5362298,334.2289622,Poor,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
14,20,11,28.90970066,90,Yes,378.3372788,95.42791324,Poor,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
16,20,11,29.84315506,92,Yes,80.78700347,372.9781886,Poor,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
16,20,12,33.76517609,93,Yes,75.6651521,378.1000399,Poor,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
16,21,12,28.91004267,94,Yes,145.5929431,318.1722489,Poor,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
16,21,12,21.96731501,95,Yes,458.197526,35.56766608,Poor,Bad,Low_spent_Small_value_payments,31,53751.21,9,8,19,9,4260.2675,8.98,3351.48,222.261558
27,11,7,32.19726071,152,Yes,208.6926773,650.1242917,Standard,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
29,11,7,33.15964988,153,Yes,278.1337282,563.7007731,Standard,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
29,12,7,31.28871418,154,Yes,158.5341965,673.3003048,Standard,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
31,8,7,37.01889101,155,Yes,56.14713553,775.6873658,Poor,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
29,8,7,36.13972198,156,Yes,208.6926773,634.3326251,Standard,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
29,11,7,33.56850565,157,Yes,132.6331796,699.2013217,Poor,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
28,11,7,40.60112962,157,Yes,258.851158,592.9833433,Poor,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
25,11,7,30.65476405,159,Yes,521.2376917,350.5968096,Poor,Standard,High_spent_Large_value_payments,24,82823.92,4,5,18,2,7098.993333,10.59,171.45,118.064832
51,22,11,36.02872366,67,Yes,27.31479835,323.7797814,Poor,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
49,22,11,30.3595266,68,Yes,59.72155403,317.0098505,Poor,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
49,21,11,35.77363897,69,Yes,62.33062534,328.7639544,Poor,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
46,21,11,31.33915476,70,Yes,57.11248272,313.982097,Poor,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
49,21,11,36.61368004,71,Yes,40.24157459,310.8530051,Standard,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
44,21,11,32.89840166,71,NM,107.1900043,273.9045754,Poor,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
45,21,11,34.70230187,73,Yes,108.364667,282.7299127,Poor,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
50,19,11,24.65238099,74,NM,59.72155403,227.5803278,Poor,Bad,High_spent_Medium_value_payments,24,20196.67,9,9,17,7,1679.055833,26.96,2971.91,66.81100361
5,15,1,28.13108085,205,Yes,221.8381593,932.8725907,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
7,16,1,27.44761009,206,Yes,817.2041848,377.5065652,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
10,16,1,44.44216981,207,Yes,312.2041195,842.5066305,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
7,16,1,42.44978892,208,Yes,186.6462508,958.0644992,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
7,16,1,38.43112076,209,Yes,326.234149,858.476601,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
7,16,1,35.41388387,210,Yes,189.8282636,954.8824864,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
7,19,3,41.89999202,211,Yes,160.58774,984.12301,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
6,16,3,39.28781402,212,Yes,429.1935626,735.5171874,Standard,Standard,High_spent_Large_value_payments,50,107761.29,4,5,9,0,9047.1075,13.56,34.09,0
7,11,1,34.62397789,247,No,63.7941407,373.1621247,Good,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
7,14,1,22.99320142,248,No,64.48531246,392.470953,Good,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
5,11,1,31.27143684,249,NM,138.1680896,348.7881758,Good,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
7,11,1,30.28348136,250,No,303.6492164,173.307049,Standard,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
7,8,1,31.96260632,251,No,130.9112833,336.0449821,Good,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
11,10,2,27.59741633,251,No,47.33547449,399.6207909,Good,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
7,11,2,25.03428557,253,No,163.1372238,293.8190417,Standard,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
7,13,2,37.94832352,254,No,378.7462154,108.21005,Good,Good,Low_spent_Small_value_payments,28,34132.87,4,6,4,4,2970.405833,10.89,187.64,100.0843179
30,18,9,28.57889724,122,Yes,44.21273459,263.0170459,Standard,Bad,Low_spent_Small_value_payments,24,8102.765,6,8,15,8,467.2304167,26.54,2750.88,29.49326117
30,21,9,25.80785616,123,Yes,19.55252889,277.6772516,Standard,Bad,Low_spent_Small_value_payments,24,8102.765,6,8,15,8,467.2304167,26.54,2750.88,29.49326117
