event_id,user_id,title_id,platform_id,event_type,event_ts,scene_id,duration_seconds,sentiment_score
410,129,2,2,READ,2023-06-16 08:57:00,,,
411,111,2,3,COMMENT,2023-04-28 22:43:00,,,-0.8
412,128,1,2,COMMENT,2023-06-15 10:17:00,,,0.46
413,120,3,1,HIGHLIGHT,2023-04-07 13:47:00,16.0,558.0,
414,127,1,2,READ,2023-03-23 16:25:00,,,
415,106,1,2,READ,2023-02-02 14:03:00,,,
416,109,2,4,SCENE_VIEW,2023-04-21 03:43:00,1.0,277.0,
417,116,3,4,HIGHLIGHT,2023-04-19 17:22:00,12.0,197.0,
418,124,3,1,COMMENT,2023-01-13 01:10:00,,,0.71
419,125,1,2,HIGHLIGHT,2023-06-07 08:41:00,14.0,,
420,128,3,1,SHARE,2023-02-21 05:38:00,,,
421,109,3,3,COMMENT,2023-04-13 11:29:00,,,-0.5
422,115,2,4,SCENE_VIEW,2023-01-01 16:42:00,27.0,413.0,
423,110,3,1,SHARE,2023-01-11 08:40:00,,362.0,
424,109,3,3,HIGHLIGHT,2023-02-17 07:57:00,2.0,443.0,
425,122,1,1,SHARE,2023-03-09 13:25:00,,,
426,119,3,2,COMMENT,2023-06-23 07:43:00,,,0.07
427,126,2,3,SCENE_VIEW,2023-03-28 05:53:00,22.0,215.0,
428,104,2,2,COMMENT,2023-06-26 17:48:00,,,0.83
429,122,2,1,HIGHLIGHT,2023-03-08 23:55:00,10.0,460.0,
430,112,2,3,SHARE,2023-01-16 01:55:00,,102.0,
431,129,1,1,SHARE,2023-05-10 13:03:00,,,
432,107,2,4,SCENE_VIEW,2023-04-05 10:55:00,23.0,,
433,116,2,2,COMMENT,2023-06-02 00:28:00,,,-0.45
434,125,1,2,SHARE,2023-01-05 19:27:00,,469.0,
435,114,2,4,READ,2023-01-18 06:46:00,,,
436,129,2,2,READ,2023-06-01 20:46:00,,,
437,123,2,3,HIGHLIGHT,2023-01-13 16:37:00,10.0,,
438,127,1,3,COMMENT,2023-04-24 16:38:00,,,0.05
439,114,3,2,COMMENT,2023-04-12 06:10:00,,,0.9
440,130,2,1,HIGHLIGHT,2023-02-24 04:13:00,24.0,,
441,104,2,1,SHARE,2023-06-09 17:39:00,,,
442,122,1,1,READ,2023-06-04 13:28:00,,,
443,118,2,4,HIGHLIGHT,2023-02-23 21:40:00,1.0,338.0,
444,122,1,3,SCENE_VIEW,2023-05-23 04:26:00,27.0,,
445,110,1,1,SHARE,2023-02-20 06:49:00,,,
446,112,3,4,COMMENT,2023-02-02 17:31:00,,,0.82
447,123,2,3,HIGHLIGHT,2023-01-01 21:05:00,30.0,143.0,
448,105,1,1,READ,2023-03-21 07:29:00,,333.0,
449,115,1,1,HIGHLIGHT,2023-01-28 09:23:00,26.0,350.0,
450,124,1,1,READ,2023-01-28 04:42:00,,204.0,
451,112,2,3,READ,2023-03-27 10:11:00,,146.0,
452,113,2,3,SHARE,2023-06-28 15:51:00,,,
453,104,1,1,HIGHLIGHT,2023-01-14 18:30:00,26.0,,
454,120,2,3,SCENE_VIEW,2023-01-28 21:56:00,27.0,163.0,
455,130,2,1,SHARE,2023-04-02 02:16:00,,,
456,123,3,2,COMMENT,2023-05-17 22:44:00,,,0.24
457,114,3,2,SHARE,2023-03-22 21:41:00,,,
458,127,3,1,READ,2023-06-06 16:54:00,,510.0,
459,128,1,1,SHARE,2023-03-08 10:17:00,,,
460,118,3,4,SHARE,2023-02-03 14:28:00,,,
461,128,2,4,COMMENT,2023-01-16 23:41:00,,,-0.96
462,113,2,1,SCENE_VIEW,2023-05-01 02:50:00,20.0,,
463,121,3,4,COMMENT,2023-03-27 01:52:00,,,-0.55
464,115,2,4,COMMENT,2023-06-15 03:06:00,,,0.52
465,108,1,3,COMMENT,2023-06-26 09:35:00,,,0.04
466,123,1,1,HIGHLIGHT,2023-04-05 22:47:00,24.0,,
467,109,3,2,HIGHLIGHT,2023-01-28 12:13:00,15.0,225.0,
468,104,2,1,SCENE_VIEW,2023-01-25 14:29:00,22.0,,
469,116,1,1,SCENE_VIEW,2023-04-27 18:30:00,30.0,,
470,123,3,2,HIGHLIGHT,2023-01-13 21:38:00,20.0,359.0,
471,114,3,2,COMMENT,2023-04-11 09:28:00,,,0.61
472,105,2,3,SCENE_VIEW,2023-03-23 23:59:00,18.0,,
473,107,3,3,COMMENT,2023-06-05 22:41:00,,,0.95
474,106,3,3,READ,2023-03-18 15:37:00,,457.0,
475,129,2,1,SCENE_VIEW,2023-01-01 12:09:00,2.0,,
476,109,1,3,COMMENT,2023-02-27 01:44:00,,,0.57
477,107,3,1,COMMENT,2023-04-04 19:55:00,,,0.35
478,118,1,4,HIGHLIGHT,2023-05-26 22:18:00,23.0,78.0,
479,113,2,3,SCENE_VIEW,2023-01-01 23:16:00,7.0,,
480,130,3,3,SCENE_VIEW,2023-05-24 19:12:00,25.0,228.0,
481,115,1,1,HIGHLIGHT,2023-02-24 16:07:00,13.0,71.0,
482,109,3,3,HIGHLIGHT,2023-02-19 08:00:00,11.0,,
483,102,1,3,SCENE_VIEW,2023-01-25 20:39:00,27.0,338.0,
484,126,3,3,READ,2023-06-11 16:14:00,,,
485,126,3,2,SHARE,2023-05-18 12:05:00,,,
486,129,1,3,COMMENT,2023-03-10 06:48:00,,,0.24
487,116,3,1,READ,2023-06-12 14:15:00,,,
488,122,2,4,READ,2023-04-09 17:46:00,,,
489,130,3,3,SCENE_VIEW,2023-05-15 15:02:00,10.0,227.0,
490,117,1,1,HIGHLIGHT,2023-05-18 00:40:00,3.0,,
491,128,3,4,READ,2023-02-18 22:56:00,,,
492,124,3,2,READ,2023-04-23 10:02:00,,,
493,102,1,3,SCENE_VIEW,2023-01-19 07:58:00,9.0,447.0,
494,115,3,4,SHARE,2023-03-01 12:43:00,,,
495,121,3,1,SCENE_VIEW,2023-01-23 02:22:00,30.0,,
496,110,3,3,SCENE_VIEW,2023-01-10 14:24:00,13.0,61.0,
497,106,3,2,HIGHLIGHT,2023-06-13 17:18:00,21.0,177.0,
498,122,3,3,READ,2023-05-28 17:09:00,,,
499,101,3,4,SCENE_VIEW,2023-05-03 09:13:00,24.0,,
500,114,3,2,HIGHLIGHT,2023-02-08 19:53:00,9.0,,
501,106,3,1,SCENE_VIEW,2023-04-21 17:04:00,10.0,98.0,
502,104,1,4,COMMENT,2023-03-05 21:41:00,,,-0.53
503,110,3,1,HIGHLIGHT,2023-03-16 14:21:00,20.0,,
504,119,3,3,COMMENT,2023-04-06 00:20:00,,,-0.51
505,108,3,4,COMMENT,2023-03-05 21:46:00,,,-0.34
506,116,2,4,COMMENT,2023-03-16 17:06:00,,,-0.65
507,120,1,3,HIGHLIGHT,2023-05-07 08:46:00,29.0,,
508,129,1,1,SCENE_VIEW,2023-05-13 18:13:00,30.0,67.0,
509,118,3,4,HIGHLIGHT,2023-03-13 07:57:00,25.0,,
510,115,3,1,SHARE,2023-03-17 00:42:00,,,
511,125,3,2,SHARE,2023-02-06 18:36:00,,179.0,
512,112,1,2,SHARE,2023-02-03 08:23:00,,,
513,122,1,3,SHARE,2023-04-15 01:02:00,,,
514,123,3,3,COMMENT,2023-05-18 18:11:00,,,-0.25
515,113,2,1,SCENE_VIEW,2023-03-13 07:33:00,13.0,391.0,
516,116,2,1,SCENE_VIEW,2023-02-15 05:14:00,3.0,556.0,
517,107,1,2,HIGHLIGHT,2023-03-20 22:52:00,4.0,265.0,
518,126,2,1,SHARE,2023-06-16 15:13:00,,195.0,
519,101,1,1,HIGHLIGHT,2023-05-19 05:08:00,21.0,,
520,129,3,2,READ,2023-02-09 05:33:00,,,
521,129,3,3,READ,2023-02-15 19:30:00,,,
522,108,2,2,SCENE_VIEW,2023-02-20 21:32:00,9.0,201.0,
523,130,2,1,HIGHLIGHT,2023-04-13 04:06:00,1.0,237.0,
524,127,1,1,HIGHLIGHT,2023-04-20 19:02:00,29.0,,
525,103,2,2,SCENE_VIEW,2023-05-27 00:57:00,25.0,471.0,
526,112,1,4,HIGHLIGHT,2023-04-26 12:22:00,19.0,130.0,
527,105,2,4,HIGHLIGHT,2023-01-10 19:56:00,18.0,448.0,
528,107,1,1,SCENE_VIEW,2023-05-04 16:00:00,13.0,240.0,
529,114,2,1,HIGHLIGHT,2023-04-21 18:16:00,9.0,578.0,
530,119,2,3,SHARE,2023-02-14 17:50:00,,600.0,
531,106,2,4,COMMENT,2023-03-19 11:49:00,,,0.41
532,124,1,1,HIGHLIGHT,2023-04-26 22:10:00,4.0,249.0,
533,126,2,1,HIGHLIGHT,2023-04-21 00:51:00,3.0,178.0,
534,130,3,4,READ,2023-01-09 07:23:00,,,
535,124,2,4,SCENE_VIEW,2023-06-17 09:45:00,20.0,,
536,121,2,4,READ,2023-02-28 21:59:00,,560.0,
537,107,1,2,SCENE_VIEW,2023-02-22 01:23:00,8.0,,
538,103,2,4,COMMENT,2023-06-13 12:37:00,,,-0.6
539,101,3,1,READ,2023-05-10 23:53:00,,386.0,
540,127,2,2,SCENE_VIEW,2023-02-15 12:36:00,1.0,,
541,114,3,1,SCENE_VIEW,2023-01-17 09:21:00,4.0,555.0,
542,129,3,3,SHARE,2023-04-19 15:49:00,,279.0,
543,125,2,4,SCENE_VIEW,2023-01-16 03:16:00,3.0,,
544,122,3,2,COMMENT,2023-04-12 16:34:00,,,-0.98
545,127,2,2,COMMENT,2023-01-13 21:47:00,,,0.64
546,103,3,2,SHARE,2023-03-12 06:57:00,,,
547,124,3,2,SHARE,2023-06-07 07:47:00,,277.0,
548,107,1,2,HIGHLIGHT,2023-05-12 04:49:00,4.0,,
549,122,3,4,SCENE_VIEW,2023-01-25 17:02:00,28.0,523.0,
550,120,2,4,SCENE_VIEW,2023-03-16 05:48:00,30.0,553.0,
551,113,1,2,READ,2023-05-26 13:30:00,,,
552,117,2,4,HIGHLIGHT,2023-04-04 22:33:00,15.0,,
553,101,3,2,SHARE,2023-05-04 10:23:00,,,
554,118,2,2,COMMENT,2023-04-20 10:23:00,,,-0.63
555,114,1,4,COMMENT,2023-03-28 12:17:00,,,-0.1
556,119,1,2,READ,2023-06-09 07:35:00,,472.0,
557,107,1,2,SHARE,2023-01-06 13:31:00,,167.0,
558,126,2,3,COMMENT,2023-05-28 18:03:00,,,-0.2
559,123,1,1,HIGHLIGHT,2023-03-16 20:06:00,15.0,372.0,
560,112,2,3,COMMENT,2023-01-14 03:22:00,,,0.73
561,120,1,2,COMMENT,2023-03-11 21:32:00,,,-0.03
562,124,2,1,SHARE,2023-05-10 14:40:00,,,
563,121,2,4,SCENE_VIEW,2023-05-13 02:05:00,6.0,,
564,111,2,3,COMMENT,2023-05-21 12:17:00,,,0.78
565,125,2,4,SHARE,2023-02-06 00:08:00,,270.0,
566,124,3,1,HIGHLIGHT,2023-02-13 03:06:00,3.0,,
567,101,2,1,READ,2023-03-20 04:05:00,,429.0,
568,108,1,3,SHARE,2023-06-05 04:33:00,,,
569,102,3,3,COMMENT,2023-04-15 17:59:00,,,-0.46
570,115,1,2,SCENE_VIEW,2023-05-15 20:47:00,21.0,475.0,
571,130,2,4,SCENE_VIEW,2023-02-26 02:28:00,10.0,404.0,
572,109,1,3,READ,2023-01-17 04:22:00,,323.0,
573,118,1,4,SHARE,2023-03-01 13:51:00,,,
574,126,1,3,HIGHLIGHT,2023-04-18 13:25:00,8.0,197.0,
575,127,2,2,COMMENT,2023-01-14 20:15:00,,,0.03
576,126,3,3,COMMENT,2023-06-24 17:51:00,,,-0.46
577,107,1,2,HIGHLIGHT,2023-03-04 20:29:00,20.0,493.0,
578,123,3,4,HIGHLIGHT,2023-03-01 04:03:00,18.0,,
579,104,2,3,HIGHLIGHT,2023-06-15 23:00:00,8.0,,
580,101,2,2,COMMENT,2023-04-10 15:23:00,,,-0.07
581,126,1,3,READ,2023-02-02 08:49:00,,,
582,118,2,2,HIGHLIGHT,2023-03-27 12:53:00,1.0,,
583,113,2,2,READ,2023-02-15 23:49:00,,,
584,116,2,3,COMMENT,2023-02-21 23:02:00,,,0.49
585,118,3,1,COMMENT,2023-04-21 09:12:00,,,-0.28
586,102,3,2,READ,2023-02-21 13:20:00,,,
587,126,2,1,SHARE,2023-02-01 01:37:00,,,
588,112,1,2,HIGHLIGHT,2023-04-03 21:39:00,11.0,,
589,112,3,2,SCENE_VIEW,2023-01-05 15:14:00,11.0,385.0,
590,124,1,1,SHARE,2023-03-24 04:16:00,,70.0,
591,123,2,3,SCENE_VIEW,2023-06-16 06:36:00,6.0,586.0,
592,111,3,4,COMMENT,2023-05-28 17:10:00,,,-0.86
593,105,2,3,COMMENT,2023-05-12 14:00:00,,,0.55
594,117,2,2,READ,2023-05-28 11:49:00,,274.0,
595,124,1,4,HIGHLIGHT,2023-05-22 15:49:00,18.0,187.0,
596,111,2,3,READ,2023-01-17 21:04:00,,,
597,106,1,2,READ,2023-04-07 03:02:00,,427.0,
598,117,3,3,READ,2023-03-08 19:45:00,,,
599,130,1,4,READ,2023-04-26 20:03:00,,399.0,
600,127,2,1,SCENE_VIEW,2023-03-17 01:46:00,3.0,,
601,107,3,1,READ,2023-06-08 17:24:00,,,
602,117,3,2,SCENE_VIEW,2023-06-06 17:47:00,18.0,,
603,125,3,3,SHARE,2023-06-22 13:56:00,,,
604,126,1,4,SCENE_VIEW,2023-03-22 05:34:00,20.0,483.0,
605,129,2,3,COMMENT,2023-04-25 20:27:00,,,0.65
606,111,3,2,SCENE_VIEW,2023-05-07 12:49:00,18.0,290.0,
607,115,2,4,READ,2023-06-02 09:38:00,,,
608,129,2,1,COMMENT,2023-02-07 10:01:00,,,0.54
609,123,2,2,READ,2023-01-15 11:09:00,,171.0,
610,112,3,2,HIGHLIGHT,2023-03-26 09:05:00,19.0,,
611,124,1,3,SHARE,2023-02-16 22:44:00,,127.0,
612,102,3,4,READ,2023-01-25 10:22:00,,474.0,
613,130,1,2,SCENE_VIEW,2023-01-21 20:24:00,2.0,,
614,111,3,2,COMMENT,2023-05-23 07:09:00,,,-0.9
615,124,2,4,SCENE_VIEW,2023-05-17 02:14:00,14.0,326.0,
616,105,1,3,READ,2023-04-19 23:03:00,,591.0,
617,109,1,4,SCENE_VIEW,2023-04-25 22:08:00,25.0,168.0,
618,118,1,4,SHARE,2023-06-19 06:35:00,,,
619,108,1,3,SHARE,2023-03-22 18:05:00,,145.0,
620,114,2,3,HIGHLIGHT,2023-03-12 19:41:00,1.0,,
621,112,3,4,SCENE_VIEW,2023-02-15 01:59:00,27.0,,
622,122,2,2,READ,2023-01-24 01:15:00,,181.0,
623,101,2,1,COMMENT,2023-04-16 00:21:00,,,-0.58
624,118,1,2,SCENE_VIEW,2023-05-25 08:35:00,16.0,,
625,113,3,1,COMMENT,2023-02-02 09:12:00,,,0.58
626,120,2,1,SHARE,2023-06-01 02:24:00,,307.0,
627,128,1,1,COMMENT,2023-06-13 07:24:00,,,0.02
628,123,1,3,SHARE,2023-05-18 02:11:00,,233.0,
629,118,3,1,READ,2023-02-17 09:21:00,,531.0,
630,124,1,1,COMMENT,2023-06-12 11:40:00,,,-0.4
631,117,2,1,COMMENT,2023-04-27 00:35:00,,,0.9
632,108,1,3,SHARE,2023-06-05 02:46:00,,,
633,114,1,2,SHARE,2023-03-20 10:28:00,,,
634,107,3,2,SCENE_VIEW,2023-05-22 06:55:00,5.0,,
635,114,1,2,COMMENT,2023-01-18 17:46:00,,,-0.76
636,111,1,1,COMMENT,2023-04-14 09:28:00,,,0.49
637,127,3,3,HIGHLIGHT,2023-02-04 04:11:00,1.0,,
638,120,1,2,READ,2023-03-03 22:49:00,,,
639,117,3,4,COMMENT,2023-02-28 12:31:00,,,-0.05
640,106,1,2,READ,2023-04-25 00:59:00,,306.0,
641,108,3,2,HIGHLIGHT,2023-01-06 14:55:00,20.0,531.0,
642,128,2,2,SHARE,2023-04-25 01:38:00,,419.0,
643,113,3,1,SCENE_VIEW,2023-01-15 14:52:00,29.0,,
644,117,3,4,READ,2023-05-13 16:48:00,,,
645,110,2,4,COMMENT,2023-03-15 05:27:00,,,-0.41
646,130,1,2,SHARE,2023-06-15 02:46:00,,,
647,106,3,2,SHARE,2023-04-11 14:01:00,,213.0,
648,119,3,2,SHARE,2023-01-09 10:44:00,,,
649,103,1,4,COMMENT,2023-01-17 22:24:00,,,0.45
650,117,3,2,SHARE,2023-05-13 01:49:00,,204.0,
651,119,3,2,HIGHLIGHT,2023-02-06 22:03:00,14.0,345.0,
652,124,2,3,HIGHLIGHT,2023-01-05 06:00:00,20.0,,
653,115,2,4,SCENE_VIEW,2023-01-20 15:15:00,7.0,517.0,
654,114,2,1,SCENE_VIEW,2023-05-01 07:56:00,18.0,,
655,102,1,2,READ,2023-06-12 01:09:00,,63.0,
656,111,1,1,READ,2023-04-06 05:43:00,,,
657,115,3,3,READ,2023-01-25 09:20:00,,407.0,
658,127,1,4,SCENE_VIEW,2023-01-10 15:08:00,4.0,311.0,
659,117,2,2,HIGHLIGHT,2023-05-02 03:36:00,24.0,,
660,116,3,3,SHARE,2023-05-28 10:16:00,,568.0,
661,130,1,4,SCENE_VIEW,2023-06-21 15:31:00,26.0,,
662,123,2,2,READ,2023-01-01 14:40:00,,,
663,126,3,4,SHARE,2023-01-11 11:35:00,,,
664,121,1,3,COMMENT,2023-01-10 09:32:00,,,0.1
665,125,1,1,COMMENT,2023-03-13 23:36:00,,,0.23
666,101,1,2,COMMENT,2023-03-22 15:58:00,,,-0.05
667,102,3,2,SHARE,2023-02-21 14:57:00,,579.0,
668,115,2,1,SCENE_VIEW,2023-03-19 23:43:00,11.0,,
669,107,3,3,COMMENT,2023-01-05 08:53:00,,,-0.94
670,113,3,2,SCENE_VIEW,2023-05-13 05:38:00,4.0,345.0,
671,123,1,3,SHARE,2023-01-16 07:23:00,,492.0,
672,107,3,3,HIGHLIGHT,2023-01-12 01:49:00,7.0,124.0,
673,117,1,4,SCENE_VIEW,2023-02-07 10:59:00,16.0,566.0,
674,125,2,2,READ,2023-05-22 04:13:00,,67.0,
675,113,3,1,READ,2023-03-02 21:54:00,,119.0,
676,115,1,1,SCENE_VIEW,2023-06-24 09:01:00,19.0,,
677,111,1,2,COMMENT,2023-03-18 10:49:00,,,-0.12
678,104,2,2,HIGHLIGHT,2023-03-04 00:39:00,18.0,,
679,107,3,3,SCENE_VIEW,2023-03-09 04:45:00,26.0,,
680,106,1,3,SCENE_VIEW,2023-03-18 14:03:00,5.0,59.0,
681,129,3,1,READ,2023-04-02 02:27:00,,,
682,123,3,4,SCENE_VIEW,2023-03-10 10:52:00,7.0,,
683,130,2,2,READ,2023-06-15 03:29:00,,347.0,
684,116,1,2,HIGHLIGHT,2023-05-09 11:25:00,6.0,368.0,
685,115,2,1,READ,2023-04-04 11:30:00,,,
686,110,2,2,SCENE_VIEW,2023-01-13 22:50:00,4.0,,
687,126,2,4,SHARE,2023-05-14 07:39:00,,,
688,116,2,1,COMMENT,2023-02-27 22:37:00,,,-0.14
689,114,3,3,SCENE_VIEW,2023-06-08 05:42:00,22.0,109.0,
690,104,3,4,COMMENT,2023-05-04 14:11:00,,,-0.38
691,113,1,1,SCENE_VIEW,2023-04-11 15:41:00,22.0,,
692,107,1,1,HIGHLIGHT,2023-06-05 14:34:00,10.0,429.0,
693,107,1,3,COMMENT,2023-05-26 21:19:00,,,0.84
694,130,2,3,READ,2023-05-01 19:32:00,,,
695,128,2,1,COMMENT,2023-05-02 00:45:00,,,0.12
696,112,1,3,READ,2023-02-14 22:37:00,,433.0,
697,123,2,4,SHARE,2023-04-18 06:42:00,,207.0,
698,105,1,4,COMMENT,2023-04-05 09:55:00,,,0.34
699,105,1,1,READ,2023-02-24 15:42:00,,,
700,103,1,4,SHARE,2023-06-20 13:39:00,,214.0,
701,117,2,4,SHARE,2023-03-08 05:27:00,,37.0,
702,128,3,2,SCENE_VIEW,2023-03-14 17:36:00,12.0,,
703,119,2,3,READ,2023-05-16 22:05:00,,175.0,
704,115,3,1,SCENE_VIEW,2023-05-03 07:30:00,21.0,109.0,
705,120,1,3,SCENE_VIEW,2023-01-16 14:32:00,29.0,510.0,
706,114,2,3,COMMENT,2023-02-02 22:59:00,,,0.2
707,110,3,3,READ,2023-06-16 18:10:00,,82.0,
708,126,3,1,COMMENT,2023-04-03 04:32:00,,,-0.85
709,126,2,3,HIGHLIGHT,2023-05-09 08:54:00,9.0,,
710,120,1,2,SHARE,2023-03-26 05:16:00,,271.0,
711,106,3,1,COMMENT,2023-01-05 19:59:00,,,0.64
712,127,2,4,SHARE,2023-02-22 14:46:00,,,
713,119,3,3,READ,2023-06-09 03:03:00,,201.0,
714,113,2,3,SHARE,2023-06-25 17:14:00,,418.0,
715,116,2,2,SCENE_VIEW,2023-04-01 09:59:00,26.0,489.0,
716,122,2,1,READ,2023-05-21 11:54:00,,472.0,
717,111,2,3,READ,2023-03-21 18:25:00,,,
718,124,3,2,SCENE_VIEW,2023-03-22 22:11:00,11.0,,
719,122,1,1,READ,2023-04-04 16:06:00,,486.0,
720,108,3,3,COMMENT,2023-02-02 00:39:00,,,-0.82
721,120,3,2,SCENE_VIEW,2023-06-04 22:07:00,3.0,163.0,
722,122,3,2,READ,2023-06-06 08:18:00,,,
723,121,2,3,SHARE,2023-06-22 10:16:00,,,
724,109,1,4,SHARE,2023-03-02 08:52:00,,,
725,115,1,4,HIGHLIGHT,2023-05-13 05:41:00,16.0,,
726,118,2,2,SCENE_VIEW,2023-06-04 14:45:00,9.0,,
727,103,1,3,SHARE,2023-01-16 04:41:00,,,
728,122,2,3,HIGHLIGHT,2023-06-11 12:36:00,1.0,557.0,
729,116,2,4,READ,2023-05-08 00:24:00,,,
730,119,3,3,COMMENT,2023-06-10 12:03:00,,,0.26
731,121,1,3,SCENE_VIEW,2023-03-03 14:48:00,25.0,,
732,106,3,1,SHARE,2023-06-07 09:44:00,,,
733,121,3,3,SHARE,2023-01-21 14:47:00,,,
734,102,1,1,SCENE_VIEW,2023-02-16 12:04:00,26.0,583.0,
735,116,3,4,READ,2023-01-11 01:21:00,,73.0,
736,104,1,4,SCENE_VIEW,2023-02-24 18:14:00,30.0,,
737,124,1,4,READ,2023-04-20 01:15:00,,,
738,106,3,1,COMMENT,2023-01-15 19:10:00,,,0.67
739,103,1,1,SHARE,2023-05-26 19:14:00,,,
740,114,2,4,COMMENT,2023-01-22 18:34:00,,,-0.73
741,127,1,1,SCENE_VIEW,2023-02-11 02:07:00,9.0,174.0,
742,106,3,3,SCENE_VIEW,2023-02-15 07:59:00,19.0,,
743,104,3,4,HIGHLIGHT,2023-01-16 02:00:00,1.0,,
744,123,3,3,SHARE,2023-06-26 15:44:00,,,
745,105,3,3,SCENE_VIEW,2023-04-14 07:11:00,20.0,,
746,123,2,1,COMMENT,2023-03-14 00:35:00,,,-0.53
747,104,3,1,SCENE_VIEW,2023-03-28 17:32:00,8.0,,
748,109,1,2,READ,2023-02-22 15:31:00,,,
749,122,1,1,COMMENT,2023-03-07 13:16:00,,,-0.33
750,126,2,1,READ,2023-06-02 17:11:00,,,
751,116,3,1,READ,2023-02-24 14:37:00,,363.0,
752,107,3,3,HIGHLIGHT,2023-01-11 07:06:00,8.0,,
753,113,1,1,SHARE,2023-05-16 01:56:00,,,
754,107,3,4,HIGHLIGHT,2023-04-12 04:29:00,24.0,228.0,
755,109,1,3,HIGHLIGHT,2023-01-23 18:03:00,9.0,,
756,128,2,4,SHARE,2023-02-25 10:14:00,,,
757,126,3,2,SCENE_VIEW,2023-05-28 07:05:00,14.0,564.0,
758,128,1,4,SHARE,2023-03-01 23:27:00,,,
759,111,2,2,SCENE_VIEW,2023-02-19 00:26:00,2.0,71.0,
760,124,3,1,SHARE,2023-05-13 15:51:00,,130.0,
761,116,1,1,SCENE_VIEW,2023-01-23 23:26:00,7.0,165.0,
762,110,1,1,READ,2023-04-22 09:10:00,,,
763,115,2,2,SHARE,2023-02-26 11:40:00,,,
764,128,3,1,SHARE,2023-06-11 16:02:00,,333.0,
765,125,2,2,READ,2023-05-11 23:59:00,,86.0,
766,129,1,1,SHARE,2023-03-15 19:02:00,,404.0,
767,106,3,1,SCENE_VIEW,2023-06-25 06:08:00,11.0,,
768,121,2,2,HIGHLIGHT,2023-03-12 08:32:00,22.0,463.0,
769,102,1,3,COMMENT,2023-04-16 16:33:00,,,0.66
770,116,3,3,SHARE,2023-05-12 21:44:00,,,
771,129,2,1,READ,2023-04-06 09:04:00,,,
772,109,1,2,SHARE,2023-02-28 06:33:00,,53.0,
773,114,3,2,SHARE,2023-03-14 14:47:00,,51.0,
774,107,1,1,HIGHLIGHT,2023-05-21 10:26:00,19.0,381.0,
775,116,3,4,SHARE,2023-03-19 04:57:00,,,
776,126,2,2,SHARE,2023-03-10 01:09:00,,391.0,
777,115,1,2,SCENE_VIEW,2023-03-06 05:53:00,23.0,,
778,108,1,1,COMMENT,2023-05-05 14:16:00,,,-0.26
779,107,3,1,COMMENT,2023-03-05 11:28:00,,,0.08
780,106,3,3,READ,2023-01-13 15:49:00,,178.0,
781,130,2,2,READ,2023-06-18 16:21:00,,332.0,
782,129,2,2,SCENE_VIEW,2023-06-15 10:44:00,4.0,,
783,105,3,1,COMMENT,2023-01-13 19:53:00,,,-0.56
784,112,1,3,READ,2023-05-21 06:37:00,,,
785,126,2,2,READ,2023-01-18 14:43:00,,119.0,
786,107,2,3,SCENE_VIEW,2023-05-17 01:58:00,22.0,399.0,
787,105,3,4,COMMENT,2023-04-12 00:18:00,,,-0.31
788,110,2,1,HIGHLIGHT,2023-06-15 23:26:00,26.0,483.0,
789,106,3,4,SHARE,2023-02-27 18:38:00,,,
790,107,2,4,SCENE_VIEW,2023-03-03 18:48:00,13.0,,
791,114,3,3,SHARE,2023-02-18 14:45:00,,,
792,106,2,3,SCENE_VIEW,2023-04-02 09:53:00,19.0,341.0,
793,118,3,4,HIGHLIGHT,2023-01-26 00:09:00,9.0,337.0,
794,104,3,3,SHARE,2023-02-16 22:41:00,,,
795,104,2,4,READ,2023-05-24 11:37:00,,522.0,
796,128,2,4,READ,2023-03-17 23:36:00,,47.0,
797,106,3,1,HIGHLIGHT,2023-03-15 22:08:00,12.0,,
798,109,2,4,COMMENT,2023-01-10 09:33:00,,,0.28
799,103,3,2,HIGHLIGHT,2023-01-20 05:34:00,11.0,353.0,
800,109,3,3,READ,2023-05-19 11:52:00,,,
